name,skills,powerscale,description,age,dclass_id,characteristics_id,universe_id
Subaru 1517,"Stand power, time stop, vampirism",649441,A powerful warrior from another universe.,2190,7366,9966,364
Asuna 1518,"Soul reaper powers, bankai, hollow form",600854,A powerful warrior from another universe.,,1685,698,114
Dio 1519,"Stand power, time stop, vampirism",96400,A powerful warrior from another universe.,9462,2967,8507,304
Jonathan 1520,"Titan shifter, 3D maneuver gear",917453,A powerful warrior from another universe.,,5433,2621,390
Goku 1521,None,577636,A powerful warrior from another universe.,7937,6094,8359,394
Aizen 1522,None,758372,A powerful warrior from another universe.,7160,9803,3981,390
Batman 1523,"Titan shifter, 3D maneuver gear",397429,A powerful warrior from another universe.,,9764,4767,388
Josuke 1524,"Sharingan, Rinnegan, Susanoo, genjutsu",675445,A powerful warrior from another universe.,,1248,2516,383
Bakugo 1525,"Combat knife, martial arts, stealth",517553,A powerful warrior from another universe.,7610,9164,7822,309
Deku 1526,"Titan shifter, 3D maneuver gear",467560,A powerful warrior from another universe.,6452,9104,4998,451
Emilia 1527,"Slime abilities, unlimited shapeshifting",678606,A powerful warrior from another universe.,,3002,9132,440
Endeavor 1528,"Combat knife, martial arts, stealth",797096,A powerful warrior from another universe.,4005,1950,9912,475
Thanos 1529,"Speed force, time travel, infinite mass punch",227560,A powerful warrior from another universe.,2656,8365,9967,283
Giorno 1530,None,679406,A powerful warrior from another universe.,599,945,7206,458
Batman 1531,"Slime abilities, unlimited shapeshifting",891853,A powerful warrior from another universe.,6540,822,3842,292
Emilia 1532,"Titan shifter, 3D maneuver gear",826455,A powerful warrior from another universe.,6331,5020,7251,142
Sasuke 1533,"Sharingan, Rinnegan, Susanoo, genjutsu",730660,A powerful warrior from another universe.,3056,8186,534,486
Endeavor 1534,"Haki, devil fruit, conqueror haki",750178,A powerful warrior from another universe.,6034,2894,3795,94
Thor 1535,"Sharingan, Rinnegan, Susanoo, genjutsu",921204,A powerful warrior from another universe.,2450,9946,3909,431
Eren 1536,"Super strength, flight, laser vision",579591,A powerful warrior from another universe.,,5632,278,195
Gintoki 1537,"Ki manipulation, instant transmission, ultra instinct",702050,A powerful warrior from another universe.,,1588,8340,483
Emilia 1538,"Speed force, time travel, infinite mass punch",870223,A powerful warrior from another universe.,,8141,127,433
Endeavor 1539,"Haki, devil fruit, conqueror haki",706341,A powerful warrior from another universe.,,3974,5400,430
Jonathan 1540,"Combat knife, martial arts, stealth",230814,A powerful warrior from another universe.,,6808,7498,22
Darkness 1541,"Quirk: One for All, 100% Detroit Smash",461644,A powerful warrior from another universe.,3512,2904,3208,400
Saitama 1542,"Combat knife, martial arts, stealth",440092,A powerful warrior from another universe.,,7205,9031,242
Iron Man 1543,"Dark magic, undead army, time stop",909805,A powerful warrior from another universe.,7002,1087,5814,15
Darkness 1544,"Soul reaper powers, bankai, hollow form",440192,A powerful warrior from another universe.,,5160,4798,369
Hawks 1545,None,800325,A powerful warrior from another universe.,,6199,5775,383
Subaru 1546,"Titan shifter, 3D maneuver gear",869984,A powerful warrior from another universe.,9819,2800,1158,285
Erwin 1547,"Soul reaper powers, bankai, hollow form",18368,A powerful warrior from another universe.,,315,4561,352
Madara 1548,"Combat knife, martial arts, stealth",303237,A powerful warrior from another universe.,,8837,7487,481
Jonathan 1549,"Soul reaper powers, bankai, hollow form",231120,A powerful warrior from another universe.,4388,4001,6043,334
Endeavor 1550,"Titan shifter, 3D maneuver gear",237196,A powerful warrior from another universe.,,70,840,283
Tanjiro 1551,"Breathing techniques, demon slayer mark",225823,A powerful warrior from another universe.,100,9284,2017,27
Naruto 1552,"Haki, devil fruit, conqueror haki",54852,A powerful warrior from another universe.,,9982,3431,158
Itachi 1553,"Soul reaper powers, bankai, hollow form",196482,A powerful warrior from another universe.,,7391,4444,458
Josuke 1554,None,322543,A powerful warrior from another universe.,,6853,9183,192
Iron Man 1555,None,76103,A powerful warrior from another universe.,2306,8087,142,212
Aqua 1556,"Dark magic, undead army, time stop",816821,A powerful warrior from another universe.,8868,805,91,356
Goku 1557,"Speed force, time travel, infinite mass punch",424884,A powerful warrior from another universe.,,2069,9624,159
Jonathan 1558,"Super strength, flight, laser vision",536339,A powerful warrior from another universe.,1182,7740,2587,22
Gintoki 1559,"Quirk: One for All, 100% Detroit Smash",63881,A powerful warrior from another universe.,,7931,3432,286
Tanjiro 1560,"Combat knife, martial arts, stealth",721372,A powerful warrior from another universe.,,7191,4216,238
Iron Man 1561,"Haki, devil fruit, conqueror haki",880542,A powerful warrior from another universe.,6323,953,4859,446
Rengoku 1562,None,509674,A powerful warrior from another universe.,,1366,2289,255
Gintoki 1563,"Sharingan, Rinnegan, Susanoo, genjutsu",504123,A powerful warrior from another universe.,6257,9095,7810,177
Captain America 1564,"Firearms, explosives, tactical genius",2086,A powerful warrior from another universe.,7427,444,184,317
Emilia 1565,"Dark magic, undead army, time stop",928444,A powerful warrior from another universe.,,1268,9506,161
Tanjiro 1566,"Breathing techniques, demon slayer mark",609359,A powerful warrior from another universe.,1191,9105,731,166
Rengoku 1567,None,410056,A powerful warrior from another universe.,5804,9082,4262,270
Erwin 1568,"Slime abilities, unlimited shapeshifting",437538,A powerful warrior from another universe.,,617,4404,73
Sasuke 1569,"Firearms, explosives, tactical genius",343162,A powerful warrior from another universe.,,6733,1075,11
All Might 1570,"Ki manipulation, instant transmission, ultra instinct",337127,A powerful warrior from another universe.,,6218,4105,410
Yui 1571,"Sharingan, Rinnegan, Susanoo, genjutsu",813852,A powerful warrior from another universe.,,2252,6445,155
Mikasa 1572,"Quirk: One for All, 100% Detroit Smash",387391,A powerful warrior from another universe.,,3576,9355,214
Aqua 1573,"Combat knife, martial arts, stealth",597322,A powerful warrior from another universe.,9796,5979,918,65
Goku 1574,"Quirk: One for All, 100% Detroit Smash",442246,A powerful warrior from another universe.,2562,4548,9737,23
Hawks 1575,"Haki, devil fruit, conqueror haki",422123,A powerful warrior from another universe.,,2523,3423,381
Goku 1576,None,504078,A powerful warrior from another universe.,,6064,9408,301
Eren 1577,"Slime abilities, unlimited shapeshifting",224096,A powerful warrior from another universe.,,9346,3963,180
Jotaro 1578,"Slime abilities, unlimited shapeshifting",953244,A powerful warrior from another universe.,,6884,2357,120
Naruto 1579,"Ki manipulation, instant transmission, ultra instinct",192481,A powerful warrior from another universe.,,2369,2413,264
Emilia 1580,None,943634,A powerful warrior from another universe.,,1580,10000,392
Sinon 1581,"Combat knife, martial arts, stealth",914566,A powerful warrior from another universe.,,1077,1374,267
Batman 1582,"Haki, devil fruit, conqueror haki",939038,A powerful warrior from another universe.,,1421,1844,3
Rengoku 1583,"Ki manipulation, instant transmission, ultra instinct",365404,A powerful warrior from another universe.,,9653,4591,112
Thanos 1584,None,213230,A powerful warrior from another universe.,885,6930,5234,269
Itachi 1585,"Ki manipulation, instant transmission, ultra instinct",600176,A powerful warrior from another universe.,8832,4086,2985,205
Josuke 1586,"Slime abilities, unlimited shapeshifting",97628,A powerful warrior from another universe.,,6504,4525,130
Superman 1587,"Combat knife, martial arts, stealth",318684,A powerful warrior from another universe.,,9415,5729,244
Sinon 1588,"Super strength, flight, laser vision",445680,A powerful warrior from another universe.,9601,9824,4110,496
Madara 1589,"Sharingan, Rinnegan, Susanoo, genjutsu",958907,A powerful warrior from another universe.,7119,5795,3978,170
Endeavor 1590,"Soul reaper powers, bankai, hollow form",473539,A powerful warrior from another universe.,,3312,6406,462
Eren 1591,"Super strength, flight, laser vision",146421,A powerful warrior from another universe.,7891,12,8267,457
Thanos 1592,"Firearms, explosives, tactical genius",936516,A powerful warrior from another universe.,5955,2916,8927,225
Batman 1593,"Speed force, time travel, infinite mass punch",763053,A powerful warrior from another universe.,1919,454,5682,34
Spider Man 1594,None,760624,A powerful warrior from another universe.,,1870,6420,198
Hulk 1595,"Haki, devil fruit, conqueror haki",230518,A powerful warrior from another universe.,,1327,2646,479
Itachi 1596,"Firearms, explosives, tactical genius",295284,A powerful warrior from another universe.,9750,7067,344,15
Ainz 1597,"Super strength, flight, laser vision",964300,A powerful warrior from another universe.,5755,8061,2884,407
Todoroki 1598,"Slime abilities, unlimited shapeshifting",432929,A powerful warrior from another universe.,7441,8343,6926,257
Kakashi 1599,"Soul reaper powers, bankai, hollow form",313455,A powerful warrior from another universe.,2637,6945,3992,432
Hawks 1600,"Dark magic, undead army, time stop",204068,A powerful warrior from another universe.,1011,9154,1458,376
Superman 1601,"Dark magic, undead army, time stop",950130,A powerful warrior from another universe.,9321,4064,4910,281
Aizen 1602,"Combat knife, martial arts, stealth",499325,A powerful warrior from another universe.,7706,6045,5374,22
Subaru 1603,"Dark magic, undead army, time stop",384783,A powerful warrior from another universe.,,2350,3691,27
Luffy 1604,"Quirk: One for All, 100% Detroit Smash",472691,A powerful warrior from another universe.,5756,3059,3692,57
Yui 1605,"Firearms, explosives, tactical genius",867952,A powerful warrior from another universe.,,2834,1200,187
Ainz 1606,"Stand power, time stop, vampirism",27249,A powerful warrior from another universe.,4304,6442,898,13
Thanos 1607,None,933941,A powerful warrior from another universe.,,9393,3811,428
Iron Man 1608,"Speed force, time travel, infinite mass punch",926053,A powerful warrior from another universe.,,725,1019,372
Hulk 1609,"Speed force, time travel, infinite mass punch",416333,A powerful warrior from another universe.,1478,7907,7538,146
Hawks 1610,"Breathing techniques, demon slayer mark",168033,A powerful warrior from another universe.,,5644,7055,488
Tanjiro 1611,"Firearms, explosives, tactical genius",704732,A powerful warrior from another universe.,2678,2812,2047,101
Mikasa 1612,"Speed force, time travel, infinite mass punch",769237,A powerful warrior from another universe.,,9106,6076,60
Jotaro 1613,"Ki manipulation, instant transmission, ultra instinct",204447,A powerful warrior from another universe.,,8637,4719,286
Spider Man 1614,"Sharingan, Rinnegan, Susanoo, genjutsu",322138,A powerful warrior from another universe.,718,5053,8926,4
Dio 1615,"Stand power, time stop, vampirism",522667,A powerful warrior from another universe.,,8090,8883,70
Levi 1616,"Speed force, time travel, infinite mass punch",804577,A powerful warrior from another universe.,5952,3561,3346,480
Inosuke 1617,"Soul reaper powers, bankai, hollow form",602764,A powerful warrior from another universe.,6813,8337,3769,298
Agil 1618,"Slime abilities, unlimited shapeshifting",237935,A powerful warrior from another universe.,,4617,6487,80
Deku 1619,"Titan shifter, 3D maneuver gear",657521,A powerful warrior from another universe.,,7345,7304,191
Inosuke 1620,None,581658,A powerful warrior from another universe.,9645,9285,2236,437
Kazuma 1621,"Firearms, explosives, tactical genius",535408,A powerful warrior from another universe.,8243,3576,8884,73
Hawks 1622,"Super strength, flight, laser vision",485680,A powerful warrior from another universe.,,2246,3605,187
Aizen 1623,"Slime abilities, unlimited shapeshifting",311045,A powerful warrior from another universe.,7398,466,8084,377
Aqua 1624,"Haki, devil fruit, conqueror haki",980235,A powerful warrior from another universe.,,4161,9339,293
Eren 1625,"Super strength, flight, laser vision",653107,A powerful warrior from another universe.,1339,9248,2191,204
Luffy 1626,"Firearms, explosives, tactical genius",658512,A powerful warrior from another universe.,4402,6789,6811,281
Jotaro 1627,"Dark magic, undead army, time stop",860421,A powerful warrior from another universe.,,1257,9558,90
Iron Man 1628,"Stand power, time stop, vampirism",479516,A powerful warrior from another universe.,,2318,4744,183
Captain America 1629,"Haki, devil fruit, conqueror haki",272533,A powerful warrior from another universe.,,1653,7712,29
Asuna 1630,"Firearms, explosives, tactical genius",744828,A powerful warrior from another universe.,,7256,9180,123
Ichigo 1631,"Stand power, time stop, vampirism",705603,A powerful warrior from another universe.,5667,8456,2381,308
All Might 1632,"Stand power, time stop, vampirism",554525,A powerful warrior from another universe.,,7993,3544,73
Agil 1633,None,147762,A powerful warrior from another universe.,7143,8882,4026,232
Ainz 1634,"Firearms, explosives, tactical genius",146493,A powerful warrior from another universe.,6503,9330,5842,133
