speed,strenght,iq,battleiq
472817,961097,219,147
223602,914331,163,54
114716,398164,54,31
771525,180958,225,133
3345,172655,280,234
926167,674573,118,179
635986,967108,296,80
946906,430855,181,142
914182,764158,243,123
959723,221806,86,214
248944,699321,166,227
736457,577981,187,70
352164,515544,248,90
27241,94954,278,143
158532,89675,60,260
195618,707390,178,23
238470,823466,285,20
235426,773608,210,177
804858,596600,249,215
175054,984739,92,300
969095,56679,167,64
406782,962500,153,199
452330,725682,54,154
512414,97521,143,164
930827,112002,10,236
424398,339332,55,227
227826,369848,116,128
455812,786999,60,252
907889,328135,97,289
873029,509381,197,93
374595,940555,273,44
884814,795911,75,2
345781,919131,3,165
487503,676479,200,137
347240,667715,74,88
436826,214218,212,48
846966,95225,126,71
415269,957371,104,289
943734,995010,65,45
812305,874342,2,297
130326,965285,165,77
284741,615583,94,37
549882,414132,76,120
707599,44186,139,289
921328,60135,201,117
166658,623488,244,200
86333,832946,251,2
647741,214972,285,186
812115,688490,32,220
598353,998664,298,65
201662,772433,161,256
866164,509597,229,205
996541,507733,71,95
970019,452404,31,198
423112,532037,35,247
194248,314677,103,199
433157,824985,73,66
73491,813177,264,275
554836,986642,122,192
806212,281333,57,100
564842,304733,191,182
314584,807582,168,242
312842,90966,40,21
726612,152107,39,248
16849,942736,0,223
586992,552554,97,210
523890,483605,42,258
267114,141587,204,40
118612,522749,278,174
500065,368840,112,139
561951,544853,268,203
291885,118060,95,149
458764,968207,188,224
257655,473653,123,23
589832,653709,85,167
95058,676424,191,109
466402,661942,79,193
880629,571982,168,175
689477,735673,116,23
236375,16374,130,272
385632,393642,73,54
469407,202891,223,48
219052,997207,167,185
596027,383009,222,180
557698,239962,176,111
953840,229001,33,121
670537,650204,1,197
921015,931051,215,35
285335,983971,149,67
869372,942545,182,208
392022,511108,248,158
875812,34370,135,256
903406,175240,287,264
92949,280137,113,43
693604,451317,6,44
471146,736476,95,108
412202,297834,168,163
701724,139062,56,76
929650,976890,78,9
826691,924528,94,109
219810,636656,58,169
813024,433823,292,129
375223,85475,233,24
811346,309294,291,232
584394,332104,7,162
231327,925601,55,135
895379,468906,27,54
563263,484069,58,292
730213,652703,254,280
544951,894482,296,253
124018,80998,214,38
615705,590801,38,58
159811,748783,72,246
171342,345619,129,121
356367,45944,40,230
741389,336296,62,173
381334,522447,205,149
167449,59765,257,12
231720,586665,125,30
156275,808711,88,134
219072,713453,277,216
12832,322367,18,35
666717,914003,120,66
781788,582863,239,8
900719,580346,155,34
149578,523907,228,121
327226,654840,300,130
285307,52394,125,284
824261,799874,212,247
83616,724918,277,296
330558,737508,24,229
586491,833232,104,109
690445,428684,288,25
518418,491056,203,261
841460,909051,290,211
70023,417904,238,166
828495,360353,1,9
388637,313127,260,83
261717,286671,102,9
950039,99334,190,70
266569,874008,207,130
771297,255362,65,117
165275,421274,202,27
789116,38677,183,93
868551,829677,184,92
352108,722931,43,267
631502,142169,116,164
925771,961246,3,254
852707,767347,71,11
281387,777623,27,120
472269,731742,227,183
108740,883858,292,121
16532,871463,178,121
209417,829502,234,295
202507,370257,36,110
896764,56094,195,112
879217,206503,192,224
515154,79619,281,129
573349,504647,151,25
928866,713974,176,272
933392,298413,250,289
799873,97360,143,255
509940,636220,95,49
252419,735719,21,92
872115,191650,196,249
410457,886009,179,147
537488,113937,140,147
439619,29376,79,189
646206,627889,234,92
209402,477400,242,280
875784,7627,63,188
849914,534824,128,145
51167,938656,219,179
301135,324736,182,155
29297,660992,108,102
129596,343064,83,160
856551,860486,285,33
949414,596645,0,104
470716,347535,113,29
963548,459858,271,287
362860,168045,53,14
189304,802238,281,121
782344,332362,149,38
683212,795825,128,209
995292,3070,222,254
961465,909947,188,295
76546,518828,13,74
352667,777983,3,222
490365,224605,110,129
196692,690586,189,206
117763,941348,120,81
557505,811671,49,91
564094,509258,216,84
968170,317389,73,99
769040,748687,190,232
911084,697271,40,47
25073,744435,32,20
213876,119954,27,119
735353,655741,274,161
119204,529209,123,4
819448,517156,108,162
139910,198159,197,201
944690,900154,95,236
137914,986693,173,101
64775,525449,64,296
241044,361627,151,141
599419,703337,282,196
844531,612862,236,44
574346,218778,169,223
206096,832998,208,50
993057,165145,177,10
152547,471234,96,62
619680,733456,104,25
282921,796609,28,151
262416,707222,109,275
250642,210157,142,94
78285,311010,218,6
371408,495373,211,175
425285,699140,178,84
320337,243416,163,281
365858,428251,40,13
37151,170732,207,110
767140,69863,63,245
404208,756854,295,14
468223,246347,170,68
634837,758987,103,90
799852,441733,109,155
145587,381202,158,54
820863,964514,120,254
749960,636800,248,32
859726,753931,261,41
943540,314006,195,77
558689,767342,272,212
791955,536402,41,32
539194,704218,34,23
696870,14803,235,39
729171,559556,103,2
336536,924171,89,85
833669,698099,103,134
723289,246901,152,298
394241,240607,230,276
624956,275707,155,284
18281,691853,245,60
44908,808970,212,174
605639,99006,49,209
129570,811404,289,117
546733,933169,218,37
805594,575647,261,220
619464,189514,73,80
203915,47844,45,246
295996,912703,31,132
971608,302599,185,17
223776,911924,248,71
571841,5785,203,26
364331,227302,66,195
748867,296403,275,208
254966,909362,282,105
256563,830716,247,117
803596,157137,207,201
279959,771430,166,228
490278,690607,288,7
125193,103994,175,94
967814,448062,37,294
699676,834995,268,201
568380,718010,104,295
936540,503714,88,268
802522,774673,202,114
622167,841849,245,64
114137,536480,18,142
727414,558084,289,250
288641,779971,87,226
671947,559595,178,33
8572,467767,263,9
496340,584147,44,233
938180,19774,185,88
922662,887483,88,180
918229,645030,281,130
973245,165395,146,232
832896,360000,258,36
80500,717255,261,15
126216,867717,33,41
890916,728896,65,28
703380,78652,291,295
701014,928297,224,150
626062,888431,166,11
935507,365108,210,88
944421,235128,112,127
996899,538145,14,144
431127,870274,241,269
504249,50672,215,267
951132,934790,217,280
156083,406235,90,4
458676,138740,255,129
354424,705859,298,214
338326,553443,291,249
686019,426233,120,58
838462,192763,292,214
498621,265167,92,90
8127,237101,106,2
896487,539197,168,149
690203,47391,136,93
775995,449551,193,196
46705,358555,42,203
663233,268259,244,170
784061,748875,102,263
1548,36866,135,5
835056,759958,118,225
938634,268945,68,116
139997,75681,124,237
951830,869770,144,280
429272,776412,279,260
832807,924341,104,54
800280,646531,140,144
422219,214854,2,98
474799,158653,109,256
633463,337272,186,57
240000,730130,37,270
491409,574545,191,125
698921,159822,27,110
40713,882466,226,144
420898,744251,248,256
787669,427221,130,291
848484,916946,126,98
435214,993620,233,239
369438,479901,186,13
847663,713734,167,220
963453,634091,25,52
698467,367852,169,279
882795,798960,77,108
917527,893765,135,267
473198,773261,141,46
744714,761755,51,189
246779,326957,238,4
39016,480736,53,51
501025,349796,1,125
558205,820147,114,128
720503,663344,291,91
878423,768047,214,270
86784,565222,138,85
153411,59387,279,219
322098,252351,228,72
804543,252522,300,63
511423,237088,30,238
368499,442814,187,121
296328,691868,97,168
136266,976239,182,274
911726,545845,130,211
787354,180573,269,256
422425,680669,293,63
869170,816094,76,246
601768,224069,298,100
997564,271224,293,22
296394,215525,35,242
981734,318675,178,33
738912,539674,15,159
970776,279945,99,34
552924,518723,258,287
359145,665349,47,238
50075,724770,4,266
231237,692715,44,75
26342,694485,188,249
955350,975491,274,6
338644,365510,169,290
58562,616812,54,94
392079,2296,210,76
810506,331387,26,85
525763,395071,252,171
404153,745336,97,152
576443,603858,35,172
760991,821059,67,143
804415,581264,11,143
453771,942674,189,288
74279,439833,292,56
633779,987511,209,274
194564,288628,26,187
336248,262210,168,25
202611,743473,296,258
411293,113819,91,152
518535,830562,65,6
896810,885553,108,196
320436,248005,39,133
914160,203350,38,294
615960,239001,20,248
691829,592107,186,266
282340,874432,208,169
135910,914827,51,265
646342,788932,257,256
485116,652737,261,21
629246,806667,79,148
977507,100206,73,156
110632,575172,191,122
977417,354432,246,203
943713,885413,178,118
246044,294737,111,209
517706,296573,12,193
422576,949581,35,243
868296,423956,28,214
189215,895381,69,120
934916,22883,110,46
372961,890169,90,122
45088,419706,275,147
769305,579590,288,4
892297,563841,84,270
360926,556633,236,43
571432,558295,158,265
491533,167585,269,89
588709,556476,232,196
651968,347670,247,140
223264,534862,174,178
690821,627921,225,218
704810,849009,215,39
52660,263736,63,80
122758,424541,258,224
716566,943038,197,165
795322,223062,16,80
764370,256677,263,41
486265,160056,111,220
792041,835623,114,95
777192,762499,247,38
183051,498755,237,139
991598,696359,162,167
451310,292675,55,193
112899,762594,278,11
459054,117265,237,69
159624,278221,171,289
60497,946511,71,226
389460,64008,189,110
399825,820307,97,75
720593,993599,27,267
882473,992877,148,181
928447,868762,161,249
467910,163771,206,255
46155,317806,16,281
677452,832275,295,192
206545,721162,13,219
655971,402817,71,142
402282,772645,97,295
631179,810,14,106
560227,686629,205,227
316398,279904,123,55
282586,826595,170,10
612572,340377,252,170
613540,143597,291,132
62884,192964,77,110
452563,135800,74,11
567365,525417,101,171
76266,544598,251,147
781596,220406,288,250
429149,637435,35,211
2061,260388,195,274
601527,88,21,197
940932,764891,115,176
697848,700487,119,284
356251,940329,223,213
433797,631052,293,281
460979,696950,169,178
424211,483934,275,157
46286,794250,61,152
347612,776459,68,121
529363,595581,203,136
188963,140889,172,153
623042,742688,144,288
291196,805355,65,288
130555,462044,277,139
3329,851302,96,67
382177,995100,255,61
691379,578185,232,22
524502,32737,192,142
723156,3127,8,25
856763,271597,219,54
198986,161938,226,141
798165,319251,157,182
472113,787230,1,227
451167,85384,245,60
288426,907862,282,24
744515,4858,216,73
31483,580505,283,21
894903,409835,224,114
665920,183838,211,261
115514,572892,7,234
248778,408021,102,205
209311,765610,217,247
330678,554031,8,289
365571,4505,55,174
979407,510135,95,182
193774,207789,207,99
646708,56876,152,22
542077,744089,28,18
333221,203030,241,226
233866,826600,142,81
852018,913777,66,49
921235,875700,255,55
457204,601930,86,239
197684,262535,213,134
146432,412673,194,285
766851,247051,91,256
448645,243642,71,190
816203,927553,214,276
196756,69960,105,196
148631,217539,239,24
584873,398239,24,120
507374,431384,257,17
47819,198029,85,150
961391,955322,114,161
913850,805867,82,61
715737,318078,143,279
553830,959209,54,4
415798,485744,80,126
903054,987299,122,170
223042,746705,256,275
133367,937760,247,142
363793,948505,30,149
334770,480615,80,37
554031,491614,57,191
840229,880896,207,228
213034,545385,225,196
943735,619847,296,140
937076,83737,143,87
467115,12688,87,210
906665,862804,139,175
981216,788331,47,87
601508,632016,106,298
182246,645119,104,108
595853,949987,163,136
105415,157463,204,162
371818,663691,297,71
306929,561014,250,14
610505,388185,249,110
845267,29478,221,268
694008,660513,290,13
210727,119819,42,160
992963,954007,3,276
111219,427637,290,126
301912,556244,61,198
351521,999575,6,48
921428,120986,105,271
524872,142509,183,47
914297,938356,120,234
515085,717640,66,18
651804,836053,55,245
811092,178665,35,52
712111,169554,267,109
184149,641943,233,100
919027,303431,156,86
263993,100112,79,106
457230,846074,91,108
208485,321637,92,111
909330,588230,285,173
263615,414809,0,281
664958,631813,178,165
99092,279471,195,232
906613,94963,158,163
242932,247808,56,148
356558,10964,98,231
249968,286667,152,254
651103,246410,38,78
399804,625439,211,91
962600,187695,162,135
633350,611409,55,77
27888,96429,167,244
364643,413918,192,50
988155,507769,3,243
931240,580887,244,177
58060,630310,47,270
968632,185757,101,65
500958,785370,79,261
209359,179058,214,202
192191,385131,70,249
828782,380698,7,227
954655,62062,104,102
588025,965928,29,55
303996,15193,0,48
28341,135894,271,114
23601,6870,137,67
50960,277548,76,19
451176,73644,197,203
654421,394030,63,245
596252,227170,38,253
380703,154408,68,10
832072,573793,177,171
453059,302366,300,121
942105,46311,138,188
208042,514963,0,75
860514,252839,93,42
117830,749228,94,127
2416,206416,169,231
272746,436076,83,68
583514,961071,230,179
76641,992776,157,105
775795,312655,152,163
885736,413636,10,198
415645,784732,62,138
46275,942027,283,184
368599,506165,46,19
946324,226971,299,55
267839,291238,258,76
410957,93535,223,67
594965,850526,195,216
413096,682690,37,214
767069,403552,198,79
414578,760387,264,281
752478,466005,191,196
60403,611038,252,126
556340,713048,56,25
520007,585423,276,241
636053,613756,199,94
886431,957638,229,259
565832,865577,172,280
107022,93320,78,37
33125,442733,39,27
250502,912869,45,165
214402,968423,226,27
323287,390649,190,184
861492,704182,290,298
755225,812681,117,116
172440,162674,31,37
114805,670184,242,149
466804,959524,123,219
119123,417280,250,158
17848,510705,100,213
601070,470479,136,250
550240,268840,52,222
923029,926037,102,181
760540,219021,117,56
104491,384011,175,110
390956,766491,127,45
935722,227348,108,34
155295,703482,231,111
146619,229317,267,258
409899,458570,153,152
193746,800662,59,214
853515,426378,60,70
26848,104139,177,186
190447,825313,165,234
656510,91272,220,167
742224,581027,288,94
949825,525397,83,293
981008,567938,231,175
237645,966112,29,2
27526,947035,6,292
953687,43780,59,61
725118,816583,209,270
113793,302098,220,16
520865,80685,174,63
952086,618737,48,77
442223,231624,157,260
672463,297068,216,150
312857,478039,96,129
289969,168801,192,100
964728,86951,299,257
521183,529634,50,216
707667,451684,39,34
540752,423839,49,60
637994,330096,246,243
245219,846880,39,229
572285,842421,182,290
212460,764819,154,187
527086,615026,144,3
981837,771339,124,286
768321,223,20,163
601154,522815,26,62
485470,339831,92,132
209689,748578,248,295
253959,416508,40,67
889785,295945,288,143
838575,322967,115,289
155719,729119,139,31
157969,381887,124,81
121071,526061,31,288
957617,881296,30,68
782630,704300,279,221
69667,38146,90,100
300210,332124,292,100
975421,253186,51,237
896710,18120,238,171
92395,283815,143,277
661067,614733,253,221
231130,679531,98,259
251152,810911,68,142
103409,623492,29,153
75921,374169,40,32
347358,636526,224,247
831738,632803,202,74
321096,188912,219,212
465180,557860,131,152
314173,585343,237,166
816345,889738,244,244
575336,455384,158,136
778969,809484,150,148
141129,448695,266,4
852543,946802,237,76
508136,104297,207,64
507631,557273,70,240
770590,700823,40,275
756196,772654,93,241
776546,804499,196,149
410459,438174,215,209
27796,332408,32,53
764498,575709,137,219
569116,123097,253,32
122293,819885,124,12
304037,724554,48,205
62808,398489,10,72
511000,788600,155,107
147080,323498,188,276
99385,323563,24,209
74638,632363,34,46
146862,612240,157,207
283004,659954,62,191
690805,202430,86,132
59042,762344,71,118
419120,771825,174,203
673414,997608,156,179
841936,600332,58,109
505662,877569,66,169
713671,266034,44,189
392457,414388,79,172
484537,102069,19,297
942387,22683,69,175
792155,768125,233,202
408516,870484,240,91
727090,567973,187,47
341798,963100,76,30
304332,13236,60,76
323566,108601,172,54
809921,539408,33,263
671721,472852,115,52
775279,685684,209,289
878017,927726,180,140
629230,561526,32,90
231621,528001,68,293
684106,135533,238,141
449787,283422,84,258
525899,899029,251,80
594058,957505,299,56
161043,684179,196,229
576588,775065,288,122
460639,626078,189,193
959011,761543,95,291
114458,684829,257,167
